st,sc,g,h,production
st3,sc7,ocgt,h15,0.0
st3,sc11,wind,h03,1018.0
st2,sc1,solar,h04,0.0
st3,sc9,wind,h09,1018.8
st2,sc3,solar,h19,0.0
st2,sc2,ocgt,h24,0.0
st2,sc2,ccgt,h06,0.0
st2,sc3,wind,h08,824.9
st2,sc1,solar,h16,482.30000000000047
st2,sc3,wind,h14,555.0
st3,sc4,wind,h15,350.00000000000006
st3,sc6,ccgt,h09,0.0
st2,sc2,ccgt,h21,90.0
st3,sc7,wind,h18,400.0
st3,sc6,solar,h23,0.0
st3,sc8,ocgt,h13,0.0
st3,sc9,ccgt,h23,0.0
st3,sc11,solar,h03,0.0
st3,sc12,ocgt,h05,0.0
st3,sc5,solar,h20,0.0
st3,sc6,ccgt,h08,0.0
st2,sc3,ocgt,h08,0.0
st2,sc2,ocgt,h11,0.0
st3,sc8,wind,h12,760.3000000000004
st3,sc10,ocgt,h07,0.0
st2,sc1,ccgt,h24,735.0
st3,sc9,ccgt,h04,0.0
st3,sc7,ccgt,h05,698.0
st2,sc1,ccgt,h06,482.8
st3,sc4,solar,h19,36.4
st3,sc12,wind,h09,1018.8
st3,sc10,ccgt,h22,800.0
st3,sc7,solar,h13,755.2999999999998
st2,sc1,ocgt,h03,0.0
st3,sc11,solar,h09,182.0
st3,sc5,wind,h02,1088.0
